date,age,gender,household_size,employment_status,covid_dangerous_for_me,likely_to_get_covid,trust_in_government_handling,important_to_improve_health,life_affected_by_covid,mask_policy,gathering_restriction,cancel_public_events,stay_home_requirement,public_information_campaign,testing_policy,contact_tracing,stringency_index,new_cases_smoothed,new_deaths_smoothed,reproduction_rate,hospital_patients,people_fully_vaccinated_per_hundred,avoid_crowded_areas,year,month,days_since_start,week_index,new_cases_smoothed_lag7,new_cases_smoothed_lag14,new_deaths_smoothed_lag7,new_deaths_smoothed_lag14,reproduction_rate_lag7,reproduction_rate_lag14,hospital_patients_lag7,hospital_patients_lag14,people_fully_vaccinated_per_hundred_lag7,people_fully_vaccinated_per_hundred_lag14,stringency_index_lag7,stringency_index_lag14,mask_policy_lag7,mask_policy_lag14,stay_home_requirement_lag7,stay_home_requirement_lag14,gathering_restriction_lag7,gathering_restriction_lag14,cancel_public_events_lag7,cancel_public_events_lag14,policy_x_cases,risk_x_trust
2020-07-22,74,Female,4,Retired,4,1,2,6,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,8
2020-07-22,90,Male,2,Retired,7,1,3,7,1,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,64,Male,2,Retired,7,2,3,6,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,66,Male,2,Full time employment,4,2,4,4,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,16
2020-07-22,72,Male,2,Retired,7,1,2,7,1,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,14
2020-07-22,69,Male,3,Full time employment,6,4,4,6,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,24
2020-07-22,63,Female,1,Not working,4,4,3,7,1,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,52,Male,2,Retired,4,2,3,6,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,58,Female,1,Full time employment,4,3,3,4,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,64,Male,2,Part time employment,4,4,3,4,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,3,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,20,Male,4,Full time employment,3,1,4,5,3,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,74,Female,2,Retired,7,3,4,7,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,28
2020-07-22,41,Female,3,Not working,3,4,2,5,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,6
2020-07-22,67,Male,4,Retired,6,5,3,6,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,18
2020-07-22,48,Female,2,Not working,7,1,3,4,1,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,3,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,65,Female,2,Unemployed,5,6,3,7,6,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,15
2020-07-22,91,Male,1,Retired,5,1,4,7,1,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,1,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,20
2020-07-22,85,Female,1,Retired,1,4,4,7,1,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,4
2020-07-22,52,Male,4,Full time employment,2,2,4,4,1,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,8
2020-07-22,49,Male,1,Full time employment,2,4,3,4,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,1,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,6
2020-07-22,34,Female,4,Full time employment,4,1,4,7,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,16
2020-07-22,60,Male,6,Full time employment,5,4,2,5,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,10
2020-07-22,40,Male,5,Full time employment,4,2,3,7,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,2,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,29,Male,5,Full time employment,7,3,3,7,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,65,Male,2,Not working,7,5,3,6,6,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,74,Male,1,Retired,6,3,4,7,1,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,24
2020-07-22,63,Female,2,Not working,5,3,4,7,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,20
2020-07-22,27,Male,4,Unemployed,5,5,2,6,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,10
2020-07-22,36,Female,3,Unemployed,5,4,3,7,6,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,15
2020-07-22,61,Male,2,Not working,7,1,3,7,3,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,1,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,48,Female,2,Unemployed,7,4,3,6,6,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,43,Female,4,Part time employment,1,1,3,6,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,1,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,3
2020-07-22,71,Female,2,Retired,7,4,4,4,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,28
2020-07-22,83,Female,1,Retired,5,4,3,5,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,15
2020-07-22,24,Female,1,Part time employment,4,4,3,4,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,54,Male,2,Unemployed,5,5,4,6,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,20
2020-07-22,61,Male,1,Full time employment,4,4,3,4,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,3,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,29,Female,5,Full time employment,4,3,2,3,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,1,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,8
2020-07-22,69,Male,1,Retired,7,1,4,6,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,28
2020-07-22,56,Female,2,Retired,4,4,3,5,3,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,68,Female,1,Retired,3,4,3,7,3,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,9
2020-07-22,37,Male,4,Full time employment,5,5,4,6,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,20
2020-07-22,41,Female,3,Part time employment,4,2,3,5,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,3,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,37,Female,3,Unemployed,1,3,3,7,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,3,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,3
2020-07-22,29,Female,4,Full time employment,6,4,3,6,6,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,18
2020-07-22,30,Female,3,Full time employment,7,6,3,5,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,51,Male,1,Part time employment,7,4,3,5,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,62,Male,1,Retired,7,7,4,7,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,28
2020-07-22,37,Female,2,Full time employment,1,4,1,7,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,1,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,1
2020-07-22,27,Female,3,Full time employment,3,1,3,6,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,9
2020-07-22,36,Male,1,Part time employment,3,2,3,5,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,2,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,9
2020-07-22,56,Male,2,Full time employment,7,5,3,5,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,65,Female,2,Unemployed,6,4,3,7,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,18
2020-07-22,36,Female,2,Part time employment,5,2,3,7,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,15
2020-07-22,55,Male,2,Unemployed,7,5,4,7,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,28
2020-07-22,36,Female,3,Part time employment,5,6,2,4,3,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,10
2020-07-22,53,Female,3,Not working,2,2,3,6,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,6
2020-07-22,63,Female,1,Part time employment,6,4,2,7,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,64,Female,1,Unemployed,7,1,4,4,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,28
2020-07-22,71,Female,2,Part time employment,2,1,4,7,3,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,8
2020-07-22,36,Female,5,Part time employment,2,4,3,7,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,3,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,6
2020-07-22,63,Male,2,Full time employment,7,4,3,6,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,62,Female,2,Retired,5,6,2,5,5,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,10
2020-07-22,34,Male,2,Full time employment,1,7,1,1,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,1,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,1
2020-07-22,63,Female,3,Part time employment,3,1,3,7,6,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,9
2020-07-22,29,Female,4,Full time employment,2,4,3,7,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,6
2020-07-22,70,Female,2,Retired,3,2,4,6,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,12
2020-07-22,54,Female,4,Unemployed,1,7,4,6,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,4
2020-07-22,67,Female,3,Retired,4,4,4,4,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,16
2020-07-22,22,Male,2,Part time employment,5,5,3,4,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,15
2020-07-22,22,Female,2,Part time employment,7,4,3,7,7,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,21
2020-07-22,28,Female,6,Full time employment,4,4,2,4,3,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,3,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,8
2020-07-22,45,Female,4,Part time employment,5,5,3,7,4,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,4,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,15
2020-07-22,37,Female,3,Full time employment,2,1,4,7,1,1.0,4.0,2.0,2.0,2.0,3.0,2.0,68.06,269.71,2.29,1.33,211.0,0.0,5,2020,7,112,17,170.14,103.0,0.57,0.14,1.5,1.73,114.0,45.0,0.0,0.0,71.76,75.46,1.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,18356.4626,8
