date,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed,reproduction_rate,people_fully_vaccinated_per_hundred,hospital_patients,icu_patients
2023-12-30,1592.29,60.77,9.14,0.87,0.0,1523.0,54.0
2023-12-31,1533.43,58.53,10.14,0.87,0.0,1523.0,54.0
2024-01-01,1533.43,58.53,10.14,0.87,0.0,1523.0,54.0
2024-01-02,1533.43,58.53,10.14,0.87,0.0,1523.0,54.0
2024-01-03,1533.43,58.53,10.14,0.87,0.0,1523.0,54.0
2024-01-04,1533.43,58.53,10.14,0.87,0.0,1523.0,54.0
2024-01-05,1533.43,58.53,10.14,0.87,0.0,1523.0,54.0
2024-01-06,1533.43,58.53,10.14,0.87,0.0,1523.0,54.0
2024-01-07,1402.57,53.53,9.0,0.87,0.0,1523.0,54.0
2024-01-08,1402.57,53.53,9.0,0.87,0.0,1523.0,54.0
2024-01-09,1402.57,53.53,9.0,0.87,0.0,1523.0,54.0
2024-01-10,1402.57,53.53,9.0,0.87,0.0,1523.0,54.0
2024-01-11,1402.57,53.53,9.0,0.87,0.0,1523.0,54.0
2024-01-12,1402.57,53.53,9.0,0.87,0.0,1523.0,54.0
2024-01-13,1402.57,53.53,9.0,0.87,0.0,1523.0,54.0
2024-01-14,1579.14,60.27,8.57,0.87,0.0,1523.0,54.0
2024-01-15,1579.14,60.27,8.57,0.87,0.0,1523.0,54.0
2024-01-16,1579.14,60.27,8.57,0.87,0.0,1523.0,54.0
2024-01-17,1579.14,60.27,8.57,0.87,0.0,1523.0,54.0
2024-01-18,1579.14,60.27,8.57,0.87,0.0,1523.0,54.0
2024-01-19,1579.14,60.27,8.57,0.87,0.0,1523.0,54.0
2024-01-20,1579.14,60.27,8.57,0.87,0.0,1523.0,54.0
2024-01-21,1541.71,58.84,19.57,0.87,0.0,1523.0,54.0
2024-01-22,1541.71,58.84,19.57,0.87,0.0,1523.0,54.0
2024-01-23,1541.71,58.84,19.57,0.87,0.0,1523.0,54.0
2024-01-24,1541.71,58.84,19.57,0.87,0.0,1523.0,54.0
2024-01-25,1541.71,58.84,19.57,0.87,0.0,1523.0,54.0
2024-01-26,1541.71,58.84,19.57,0.87,0.0,1523.0,54.0
2024-01-27,1541.71,58.84,19.57,0.87,0.0,1523.0,54.0
2024-01-28,1291.86,49.31,7.57,0.87,0.0,1523.0,54.0
2024-01-29,1291.86,49.31,7.57,0.87,0.0,1523.0,54.0
2024-01-30,1291.86,49.31,7.57,0.87,0.0,1523.0,54.0
2024-01-31,1291.86,49.31,7.57,0.87,0.0,1523.0,54.0
2024-02-01,1291.86,49.31,7.57,0.87,0.0,1523.0,54.0
2024-02-02,1291.86,49.31,7.57,0.87,0.0,1523.0,54.0
2024-02-03,1291.86,49.31,7.57,0.87,0.0,1523.0,54.0
2024-02-04,1131.14,43.17,7.57,0.87,0.0,1523.0,54.0
2024-02-05,1131.14,43.17,7.57,0.87,0.0,1523.0,54.0
2024-02-06,1131.14,43.17,7.57,0.87,0.0,1523.0,54.0
2024-02-07,1131.14,43.17,7.57,0.87,0.0,1523.0,54.0
2024-02-08,1131.14,43.17,7.57,0.87,0.0,1523.0,54.0
2024-02-09,1131.14,43.17,7.57,0.87,0.0,1523.0,54.0
2024-02-10,1131.14,43.17,7.57,0.87,0.0,1523.0,54.0
2024-02-11,1157.14,44.16,10.71,0.87,0.0,1523.0,54.0
2024-02-12,1157.14,44.16,10.71,0.87,0.0,1523.0,54.0
2024-02-13,1157.14,44.16,10.71,0.87,0.0,1523.0,54.0
2024-02-14,1157.14,44.16,10.71,0.87,0.0,1523.0,54.0
2024-02-15,1157.14,44.16,10.71,0.87,0.0,1523.0,54.0
2024-02-16,1157.14,44.16,10.71,0.87,0.0,1523.0,54.0
2024-02-17,1157.14,44.16,10.71,0.87,0.0,1523.0,54.0
2024-02-18,1065.86,40.68,8.29,0.87,0.0,1523.0,54.0
2024-02-19,1065.86,40.68,8.29,0.87,0.0,1523.0,54.0
2024-02-20,1065.86,40.68,8.29,0.87,0.0,1523.0,54.0
2024-02-21,1065.86,40.68,8.29,0.87,0.0,1523.0,54.0
2024-02-22,1065.86,40.68,8.29,0.87,0.0,1523.0,54.0
2024-02-23,1065.86,40.68,8.29,0.87,0.0,1523.0,54.0
2024-02-24,1065.86,40.68,8.29,0.87,0.0,1523.0,54.0
2024-02-25,1056.86,40.34,5.71,0.87,0.0,1523.0,54.0
2024-02-26,1056.86,40.34,5.71,0.87,0.0,1523.0,54.0
2024-02-27,1056.86,40.34,5.71,0.87,0.0,1523.0,54.0
2024-02-28,1056.86,40.34,5.71,0.87,0.0,1523.0,54.0
2024-02-29,1056.86,40.34,5.71,0.87,0.0,1523.0,54.0
2024-03-01,1056.86,40.34,5.71,0.87,0.0,1523.0,54.0
2024-03-02,1056.86,40.34,5.71,0.87,0.0,1523.0,54.0
2024-03-03,1055.43,40.28,6.0,0.87,0.0,1523.0,54.0
2024-03-04,1055.43,40.28,6.0,0.87,0.0,1523.0,54.0
2024-03-05,1055.43,40.28,6.0,0.87,0.0,1523.0,54.0
2024-03-06,1055.43,40.28,6.0,0.87,0.0,1523.0,54.0
2024-03-07,1055.43,40.28,6.0,0.87,0.0,1523.0,54.0
2024-03-08,1055.43,40.28,6.0,0.87,0.0,1523.0,54.0
2024-03-09,1055.43,40.28,6.0,0.87,0.0,1523.0,54.0
2024-03-10,959.86,36.63,4.71,0.87,0.0,1523.0,54.0
2024-03-11,959.86,36.63,4.71,0.87,0.0,1523.0,54.0
2024-03-12,959.86,36.63,4.71,0.87,0.0,1523.0,54.0
2024-03-13,959.86,36.63,4.71,0.87,0.0,1523.0,54.0
2024-03-14,959.86,36.63,4.71,0.87,0.0,1523.0,54.0
2024-03-15,959.86,36.63,4.71,0.87,0.0,1523.0,54.0
2024-03-16,959.86,36.63,4.71,0.87,0.0,1523.0,54.0
2024-03-17,930.57,35.52,0.0,0.87,0.0,1523.0,54.0
2024-03-18,930.57,35.52,0.0,0.87,0.0,1523.0,54.0
2024-03-19,930.57,35.52,0.0,0.87,0.0,1523.0,54.0
2024-03-20,930.57,35.52,0.0,0.87,0.0,1523.0,54.0
2024-03-21,930.57,35.52,0.0,0.87,0.0,1523.0,54.0
2024-03-22,930.57,35.52,0.0,0.87,0.0,1523.0,54.0
2024-03-23,930.57,35.52,0.0,0.87,0.0,1523.0,54.0
2024-03-24,743.0,28.36,6.71,0.87,0.0,1523.0,54.0
2024-03-25,743.0,28.36,6.71,0.87,0.0,1523.0,54.0
2024-03-26,743.0,28.36,6.71,0.87,0.0,1523.0,54.0
2024-03-27,743.0,28.36,6.71,0.87,0.0,1523.0,54.0
2024-03-28,743.0,28.36,6.71,0.87,0.0,1523.0,54.0
2024-03-29,743.0,28.36,6.71,0.87,0.0,1523.0,54.0
2024-03-30,743.0,28.36,6.71,0.87,0.0,1523.0,54.0
2024-03-31,671.14,25.62,4.86,0.87,0.0,1523.0,54.0
2024-04-01,671.14,25.62,4.86,0.87,0.0,1523.0,54.0
2024-04-02,671.14,25.62,4.86,0.87,0.0,1523.0,54.0
2024-04-03,671.14,25.62,4.86,0.87,0.0,1523.0,54.0
2024-04-04,671.14,25.62,4.86,0.87,0.0,1523.0,54.0
2024-04-05,671.14,25.62,4.86,0.87,0.0,1523.0,54.0
2024-04-06,671.14,25.62,4.86,0.87,0.0,1523.0,54.0
2024-04-07,611.57,23.34,7.29,0.87,0.0,1523.0,54.0
2024-04-08,611.57,23.34,7.29,0.87,0.0,1523.0,54.0
2024-04-09,611.57,23.34,7.29,0.87,0.0,1523.0,54.0
2024-04-10,611.57,23.34,7.29,0.87,0.0,1523.0,54.0
2024-04-11,611.57,23.34,7.29,0.87,0.0,1523.0,54.0
2024-04-12,611.57,23.34,7.29,0.87,0.0,1523.0,54.0
2024-04-13,611.57,23.34,7.29,0.87,0.0,1523.0,54.0
2024-04-14,646.0,24.66,5.86,0.87,0.0,1523.0,54.0
2024-04-15,646.0,24.66,5.86,0.87,0.0,1523.0,54.0
2024-04-16,646.0,24.66,5.86,0.87,0.0,1523.0,54.0
2024-04-17,646.0,24.66,5.86,0.87,0.0,1523.0,54.0
2024-04-18,646.0,24.66,5.86,0.87,0.0,1523.0,54.0
2024-04-19,646.0,24.66,5.86,0.87,0.0,1523.0,54.0
2024-04-20,646.0,24.66,5.86,0.87,0.0,1523.0,54.0
2024-04-21,632.0,24.12,4.86,0.87,0.0,1523.0,54.0
2024-04-22,632.0,24.12,4.86,0.87,0.0,1523.0,54.0
2024-04-23,632.0,24.12,4.86,0.87,0.0,1523.0,54.0
2024-04-24,632.0,24.12,4.86,0.87,0.0,1523.0,54.0
2024-04-25,632.0,24.12,4.86,0.87,0.0,1523.0,54.0
2024-04-26,632.0,24.12,4.86,0.87,0.0,1523.0,54.0
2024-04-27,632.0,24.12,4.86,0.87,0.0,1523.0,54.0
2024-04-28,665.29,25.39,3.0,0.87,0.0,1523.0,54.0
2024-04-29,665.29,25.39,3.0,0.87,0.0,1523.0,54.0
2024-04-30,665.29,25.39,3.0,0.87,0.0,1523.0,54.0
2024-05-01,665.29,25.39,3.0,0.87,0.0,1523.0,54.0
2024-05-02,665.29,25.39,3.0,0.87,0.0,1523.0,54.0
2024-05-03,665.29,25.39,3.0,0.87,0.0,1523.0,54.0
2024-05-04,665.29,25.39,3.0,0.87,0.0,1523.0,54.0
2024-05-05,695.14,26.53,2.29,0.87,0.0,1523.0,54.0
2024-05-06,695.14,26.53,2.29,0.87,0.0,1523.0,54.0
2024-05-07,695.14,26.53,2.29,0.87,0.0,1523.0,54.0
2024-05-08,695.14,26.53,2.29,0.87,0.0,1523.0,54.0
2024-05-09,695.14,26.53,2.29,0.87,0.0,1523.0,54.0
2024-05-10,695.14,26.53,2.29,0.87,0.0,1523.0,54.0
2024-05-11,695.14,26.53,2.29,0.87,0.0,1523.0,54.0
2024-05-12,967.0,36.91,2.57,0.87,0.0,1523.0,54.0
2024-05-13,967.0,36.91,2.57,0.87,0.0,1523.0,54.0
2024-05-14,967.0,36.91,2.57,0.87,0.0,1523.0,54.0
2024-05-15,967.0,36.91,2.57,0.87,0.0,1523.0,54.0
2024-05-16,967.0,36.91,2.57,0.87,0.0,1523.0,54.0
2024-05-17,967.0,36.91,2.57,0.87,0.0,1523.0,54.0
2024-05-18,967.0,36.91,2.57,0.87,0.0,1523.0,54.0
2024-05-19,1143.29,43.64,2.29,0.87,0.0,1523.0,54.0
2024-05-20,1143.29,43.64,2.29,0.87,0.0,1523.0,54.0
2024-05-21,1143.29,43.64,2.29,0.87,0.0,1523.0,54.0
2024-05-22,1143.29,43.64,2.29,0.87,0.0,1523.0,54.0
2024-05-23,1143.29,43.64,2.29,0.87,0.0,1523.0,54.0
2024-05-24,1143.29,43.64,2.29,0.87,0.0,1523.0,54.0
2024-05-25,1143.29,43.64,2.29,0.87,0.0,1523.0,54.0
2024-05-26,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-05-27,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-05-28,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-05-29,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-05-30,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-05-31,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-01,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-02,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-03,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-04,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-05,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-06,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-07,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-08,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-09,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-10,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-11,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-12,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-13,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-14,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-15,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-16,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-17,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-18,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-19,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-20,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-21,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-22,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-23,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-24,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-25,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-26,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-27,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-28,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-29,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-06-30,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-01,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-02,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-03,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-04,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-05,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-06,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-07,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-08,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-09,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-10,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-11,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-12,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-13,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-14,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-15,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-16,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-17,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-18,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-19,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-20,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-21,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-22,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-23,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-24,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-25,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-26,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-27,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-28,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-29,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-30,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-07-31,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-08-01,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-08-02,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-08-03,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
2024-08-04,0.0,0.0,0.0,0.87,0.0,1523.0,54.0
